compound,compound_by_sent,median_cmpd,median_neg,median_neu,median_pos,name,negative,negative_by_sent,neutral,neutral_by_sent,num_reviews,positive,positive_by_sent,range_cmpd_max,range_cmpd_min,range_neg_max,range_neg_min,range_neu_max,range_neu_min,range_pos_max,range_pos_min,rating
0.2412,0.2059,0.0675,0.0,0.806,0.107,Ozone Thai Restaurant,0.0476,0.0525,0.7688,0.7791,220,0.1812,0.1657,0.9726,-0.8941,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2546,0.1949,0.0,0.0,0.816,0.064,Beijing Restaurant,0.0424,0.0439,0.7694,0.7854,52,0.1726,0.1495,0.9594,-0.7777,0.753,0.0,1.0,0.0,1.0,0.0,3.5
0.3398,0.3055,0.4019,0.0,0.775,0.186,Lasan,0.0349,0.0337,0.7343,0.7605,135,0.2268,0.2026,0.9694,-0.8266,0.679,0.0,1.0,0.0,1.0,0.0,4.0
0.2817,0.2625,0.2732,0.0,0.833,0.127,Kitchen Kura,0.0267,0.0265,0.7974,0.8027,420,0.1736,0.1688,0.9772,-0.8215,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.2872,0.2354,0.2263,0.0,0.831,0.13,Cafe Mozart,0.0368,0.0369,0.7805,0.7884,23,0.1826,0.1746,0.9684,-0.7184,0.787,0.0,1.0,0.0,1.0,0.0,3.0
0.1568,0.1153,0.0,0.0,0.842,0.0,San Francisco Oven,0.0523,0.0622,0.778,0.809,14,0.1519,0.1207,0.8573,-0.8519,1.0,0.0,1.0,0.0,0.615,0.0,2.5
0.0267,0.0267,0.0,0.0,0.715,0.0,Izumi,0.148,0.148,0.757,0.757,1,0.095,0.095,0.4201,-0.34,0.444,0.0,1.0,0.556,0.285,0.0,4.0
0.2717,0.1805,0.0,0.0,0.802,0.0,Ovok,0.0325,0.0426,0.7224,0.7695,27,0.2332,0.1789,0.9501,-0.836,0.583,0.0,1.0,0.0,1.0,0.0,3.5
0.2252,0.2142,0.2129,0.0,0.8554999999999999,0.07999999999999999,K’s Cafe,0.0129,0.0137,0.7925,0.8152,3,0.1113,0.1256,0.9105,-0.8126,0.167,0.0,1.0,0.0,0.5,0.0,3.5
0.1236,0.1236,0.1806,0.0,0.8545,0.0715,Forty-Nine Cafe,0.037,0.037,0.8662,0.8662,1,0.0968,0.0968,0.4404,-0.3071,0.148,0.0,1.0,0.756,0.244,0.0,1.0
0.2865,0.2816,0.3716,0.0,0.78,0.157,Ebb & Flow,0.0451,0.04,0.7554,0.764,60,0.1995,0.1959,0.9529,-0.8808,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.074,0.0405,0.0,0.0,0.833,0.0,Giovanni Buca Restaurant,0.0635,0.0705,0.8222,0.8315,2,0.1143,0.0979,0.9001,-0.6124,0.444,0.0,1.0,0.421,0.579,0.0,2.5
0.1606,0.1329,0.0,0.0,0.83,0.0,Henry’s Hunan Restaurant,0.0615,0.0701,0.7823,0.7875,175,0.1498,0.1367,0.9802,-0.9549,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,Murray’s Bar and Grill,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3041,0.2731,0.2732,0.0,0.789,0.149,Mamacita,0.0323,0.0348,0.7427,0.7614,1190,0.2198,0.201,0.946,-0.8372,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1565,0.1446,0.0,0.0,0.8445,0.0,Dragon City Restaurant,0.0504,0.0499,0.8133,0.8179,76,0.1363,0.1321,0.9109,-0.7923,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.255,0.2387,0.2023,0.0,0.777,0.136,Tavares,0.0547,0.0502,0.7229,0.749,69,0.2143,0.1952,0.9589,-0.891,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2154,0.2059,0.0531,0.0,0.821,0.098,Original Joe’s,0.0607,0.0541,0.7578,0.7774,100,0.1705,0.1613,0.9517,-0.9022,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.2717,0.24,0.1459,0.0,0.813,0.119,Basso’s Restaurant,0.0393,0.0403,0.7626,0.7822,120,0.1897,0.1744,0.9325,-0.8313,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.3197,0.2766,0.2846,0.0,0.8045,0.144,Mosu,0.0267,0.0333,0.7498,0.7787,53,0.2163,0.1854,0.9785,-0.8462,0.662,0.0,1.0,0.0,1.0,0.0,4.5
-0.3439,-0.3439,-0.4097,0.2335,0.7665,0.0,Russian Bear,0.2108,0.2108,0.7893,0.7893,1,0.0,0.0,0.0,-0.5562,0.376,0.0,1.0,0.624,0.0,0.0,2.0
0.2512,0.2377,0.2263,0.0,0.784,0.133,Johnny Rockets Restaurant,0.0579,0.0513,0.7423,0.7591,99,0.196,0.1844,0.9374,-0.8236,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2386,0.2868,0.2072,0.0,0.7755000000000001,0.125,White Star Cafe,0.0491,0.0461,0.8097,0.8031,2,0.1412,0.1509,0.8999,-0.5719,0.209,0.0,1.0,0.588,0.412,0.0,2.5
0.2305,0.1659,0.0,0.0,0.814,0.084,Goemon Japanese Restaurant,0.0549,0.0645,0.7531,0.7711,199,0.1852,0.1585,0.9665,-0.9642,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1738,0.1916,0.0772,0.0,0.839,0.087,Rosy’s Restaurant,0.0394,0.0363,0.8246,0.8399,9,0.1361,0.1239,0.9116,-0.5994,0.376,0.0,1.0,0.448,0.552,0.0,3.5
0.2168,0.2034,0.0258,0.0,0.817,0.096,Frisson,0.0442,0.0469,0.7843,0.7887,321,0.158,0.1571,0.9825,-0.872,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.2376,0.2069,0.0382,0.0,0.803,0.11,PJ’s Oyster Bed,0.0427,0.0463,0.7747,0.7676,162,0.1753,0.1634,0.9392,-0.8555,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1982,0.2073,0.0525,0.0,0.817,0.095,Curry Village,0.0476,0.0428,0.7808,0.7876,466,0.1654,0.1644,0.937,-0.8186,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.2303,0.1961,0.0,0.0,0.83,0.086,Kpop,0.05,0.045,0.7748,0.7968,120,0.1724,0.1555,0.9403,-0.8519,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.188,0.1632,0.0,0.0,0.828,0.0,Maharani,0.0588,0.0596,0.7802,0.795,215,0.1595,0.1442,0.9521,-0.8689,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.3121,0.2793,0.23815,0.0,0.826,0.149,El Herradero Restaurant,0.0207,0.0254,0.7581,0.772,27,0.2212,0.2026,0.9227,-0.5942,0.437,0.0,1.0,0.0,1.0,0.0,4.0
0.4053,0.4053,0.47314999999999996,0.0,0.8400000000000001,0.1295,Omar’s International Cuisine,0.0318,0.0318,0.8117,0.8117,1,0.1562,0.1562,0.6705,0.0,0.131,0.0,1.0,0.631,0.369,0.0,3.0
0.277,0.2453,0.2193,0.0,0.81,0.133,Brick,0.0357,0.0375,0.7749,0.7853,375,0.1844,0.1745,0.9754,-0.8537,0.772,0.0,1.0,0.0,1.0,0.0,3.5
0.0,0.0,0.0,0.0,0.0,0.0,cafe,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2519,0.2274,0.128,0.0,0.821,0.107,Dixie Restaurant Bar & Lounge,0.0406,0.0423,0.7882,0.7942,287,0.1676,0.1613,0.9932,-0.872,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.299,0.2645,0.2732,0.0,0.808,0.1465,Claudine,0.0326,0.0351,0.7779,0.7912,304,0.1895,0.1737,0.9504,-0.8625,1.0,0.0,1.0,0.0,1.0,0.0,4.0
0.3132,0.3084,0.3612,0.0,0.7945,0.1665,Aatxe,0.0321,0.0274,0.7613,0.773,217,0.2033,0.1977,0.9875,-0.8316,0.767,0.0,1.0,0.0,1.0,0.0,4.0
0.2363,0.2238,0.26115,0.0,0.8245,0.1225,San Francisco Oven,0.0241,0.0283,0.7989,0.8154,9,0.177,0.1563,0.8402,-0.5558,0.423,0.0,1.0,0.448,0.552,0.0,2.5
0.196,0.1654,0.0,0.0,0.799,0.085,Viva Restaurant,0.0748,0.0715,0.759,0.7735,283,0.1641,0.1535,0.9859,-0.8176,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.2102,0.2066,0.2382,0.0,0.778,0.117,Boogaloos - Pop Up,0.0505,0.051,0.7416,0.7359,11,0.1997,0.199,0.9022,-0.8047,0.509,0.0,1.0,0.0,1.0,0.0,4.0
0.3275,0.2864,0.3818,0.0,0.7875000000000001,0.1565,Yuzu,0.0314,0.0371,0.744,0.7587,286,0.2205,0.2003,0.9676,-0.8991,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.1613,0.1434,0.0,0.0,0.845,0.0,Iron Wok,0.0502,0.0564,0.8083,0.8119,110,0.1357,0.1272,0.9594,-0.8832,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.0594,0.0918,0.0,0.0,0.842,0.0,ABC Bakery & Cafe,0.0897,0.0685,0.7885,0.8139,568,0.1217,0.1177,0.9321,-0.9517,1.0,0.0,1.0,0.0,1.0,0.0,2.5
0.2307,0.2022,0.0772,0.0,0.81,0.115,Manor House,0.0466,0.0423,0.7836,0.7945,26,0.1698,0.1633,0.9412,-0.7269,0.777,0.0,1.0,0.119,0.881,0.0,4.5
0.2157,0.1911,0.0,0.0,0.827,0.06,First Crush Restaurant & Wine Bar,0.0558,0.0487,0.7696,0.798,930,0.1712,0.1513,0.9955,-0.8883,1.0,0.0,1.0,0.0,1.0,0.0,3.5
0.0,0.0,0.0,0.0,0.0,0.0,Ellis Cafe,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,Cafe 7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15,0.1273,0.0,0.0,0.833,0.0,Volare Trattoria Caffe,0.0607,0.0635,0.7842,0.797,341,0.1481,0.1351,0.9538,-0.8761,1.0,0.0,1.0,0.0,1.0,0.0,3.0
0.3687,0.3349,0.4404,0.0,0.683,0.209,Stix Roadhouse,0.0567,0.0505,0.7084,0.6982,6,0.235,0.2513,0.9469,-0.5423,0.444,0.0,1.0,0.0,1.0,0.0,3.5
0.1197,0.0811,0.0,0.0,0.848,0.0,Pearl City Seafood Restaurant,0.0724,0.0766,0.7942,0.8044,90,0.1282,0.1134,0.9957,-0.8658,1.0,0.0,1.0,0.0,1.0,0.0,2.5
0.3117,0.2393,0.0,0.0,0.854,0.0,La Grotta Italian Restaurant,0.0334,0.0319,0.7706,0.8157,12,0.196,0.1523,0.9642,-0.4767,1.0,0.0,1.0,0.0,1.0,0.0,4.5
0.3496,0.2859,0.4019,0.0,0.767,0.2,Quintero’s Restaurant,0.0404,0.0371,0.7321,0.7703,5,0.2274,0.1926,0.8885,-0.6908,0.32,0.0,1.0,0.335,0.665,0.0,4.0
0.22,0.196,0.0,0.0,1.0,0.0,Silver Restaurant,0.0138,0.0113,0.8593,0.8767,3,0.1269,0.112,0.8271,-0.34,0.124,0.0,1.0,0.479,0.521,0.0,1.5
0.1302,0.0971,0.0,0.0,0.836,0.0,Four Seas Restaurant,0.0718,0.0799,0.7969,0.8053,207,0.1305,0.1134,0.955,-0.8637,1.0,0.0,1.0,0.0,1.0,0.0,2.5
